File	Size	md5sum	Download_link
ADN_S18_Ps_2_1.fastq.gz	11,089,749	e93d77e8f4b82897718a11c980e9c7af	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S18_Ps_2_1.fastq.gz
ADN_S18_Ps_2_2.fastq.gz	15,788,919	968c49ffa8a01ad07a2796635c0621ac	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S18_Ps_2_2.fastq.gz
ADN_S18_Ps_1_1.fastq.gz	9,486,242	148ae99a30efe73fe0c8c62362d20ac6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S18_Ps_1_1.fastq.gz
ADN_S18_Ps_1_2.fastq.gz	11,990,587	87ff6f477c7b60370903f961526f1616	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S18_Ps_1_2.fastq.gz
ADN_F15_Ps_2_1.fastq.gz	11,338,398	b2f087163fbfa0e4619e20205f314632	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F15_Ps_2_1.fastq.gz
ADN_F15_Ps_2_2.fastq.gz	15,037,458	0ea51701678a651db518fb370def082f	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F15_Ps_2_2.fastq.gz
ADN_F15_Ps_1_1.fastq.gz	7,477,098	e18c9d0602ea125b40b40d5dfa8df126	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F15_Ps_1_1.fastq.gz
ADN_F15_Ps_1_2.fastq.gz	10,780,930	e7158748f8bf922cc090dac93ce369f4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F15_Ps_1_2.fastq.gz
ADN_SNR04_P_1_1.fastq.gz	14,482,137	6d54657857c69fd44635d71a6330d6ce	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR04_P_1_1.fastq.gz
ADN_SNR04_P_1_2.fastq.gz	16,986,468	671987c95e403bb2745b8e848932fbfe	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR04_P_1_2.fastq.gz
ADN_SNR17_P_1_1.fastq.gz	16,102,066	f307a0a040e87ef86a707298a1d3a8c4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR17_P_1_1.fastq.gz
ADN_SNR17_P_1_2.fastq.gz	18,617,811	2f9c7cc4f8ec834ebe256a07c070b416	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR17_P_1_2.fastq.gz
Tneg_S01_Pg_1_1.fastq.gz	8,497,668	7de8087e1c6cecd4e3d98475e9ab9192	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_S01_Pg_1_1.fastq.gz
Tneg_S01_Pg_1_2.fastq.gz	9,990,623	4d9f423616eb38fdc056f1b52819a574	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/Tneg_S01_Pg_1_2.fastq.gz
ADN_P06_Pg_1_1.fastq.gz	8,522,609	1ede33ebd6ea6f625d9377bfaff07350	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P06_Pg_1_1.fastq.gz
ADN_P06_Pg_1_2.fastq.gz	12,369,538	53a0bc69a129e859b20ee25940e271f3	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P06_Pg_1_2.fastq.gz
ADN_S12_Pg_2_1.fastq.gz	9,190,227	19558075a93d0417919fa44aa90d479d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S12_Pg_2_1.fastq.gz
ADN_S12_Pg_2_2.fastq.gz	11,585,761	3a184c05ac1cc3a3ec10adda8b9d3b84	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S12_Pg_2_2.fastq.gz
ADN_SNR04_P_2_1.fastq.gz	16,000,530	7cd5b895068e25333d5c3f48c27e1aea	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR04_P_2_1.fastq.gz
ADN_SNR04_P_2_2.fastq.gz	20,413,295	efc87a60903e2757173e95b0068bbf4e	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR04_P_2_2.fastq.gz
ADN_P06_Pg_2_1.fastq.gz	14,787,338	cd9c73f8389192002edb35b3de2b7ff6	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P06_Pg_2_1.fastq.gz
ADN_P06_Pg_2_2.fastq.gz	20,289,116	0f5f7d9c6c723848cc29d9d5ea10086d	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_P06_Pg_2_2.fastq.gz
ADN_F04_Pg_1_1.fastq.gz	6,644,329	7c045da8a01a3676f397664b0975f5a4	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Pg_1_1.fastq.gz
ADN_F04_Pg_1_2.fastq.gz	9,406,296	be10aa12c68ac321c6f926d1370a3500	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Pg_1_2.fastq.gz
ADN_SNR07_P_2_1.fastq.gz	11,705,668	e672604f2b891926e7158c0d9165a886	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR07_P_2_1.fastq.gz
ADN_SNR07_P_2_2.fastq.gz	14,843,620	9520ac6b370d3227f005e04ac83fdab9	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_SNR07_P_2_2.fastq.gz
ADN_F04_Pg_2_1.fastq.gz	10,436,930	2f70b3902e40aa7ed0a1c9a92294ed38	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Pg_2_1.fastq.gz
ADN_F04_Pg_2_2.fastq.gz	14,604,118	73e152103b9e5933f2b0a3976e02d2fc	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_F04_Pg_2_2.fastq.gz
ADN_S04_Ps_2_1.fastq.gz	9,783,481	144d5addcc9d73dc33286a6489b1939b	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S04_Ps_2_1.fastq.gz
ADN_S04_Ps_2_2.fastq.gz	12,100,435	c9ee16a43f09d7d8fbd5449c9984c7ed	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S04_Ps_2_2.fastq.gz
ADN_S21_Ps_2_1.fastq.gz	10,804,329	94a9e04d09a1bef740ddecec9a42be7a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S21_Ps_2_1.fastq.gz
ADN_S21_Ps_2_2.fastq.gz	14,530,089	d6fd8d9c5977c946f967f89c66198d7a	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S21_Ps_2_2.fastq.gz
ADN_S21_Ps_1_1.fastq.gz	9,896,105	85198d2a511b99350dd4d84d5d095cae	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S21_Ps_1_1.fastq.gz
ADN_S21_Ps_1_2.fastq.gz	11,734,826	d0388bf07d3b983dbcd9c6680c364af7	https://data.macrogen.com/~macro3/HiSeq02/20230523/HN00186490/ADN_S21_Ps_1_2.fastq.gz
